datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
8/4/2020,38.4,28.3,33.1,47.6,33.3,41.2,25.5,66.1,0.8,100,25,rain,,,,13.7,229.3,992.7,47.8,2.1,274.3,23.5,9,,2020-08-04T05:44:22,2020-08-04T19:09:44,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,42176099999,42139099999,42181099999,VIDD,remote"
8/5/2020,34.4,29.1,31.5,46.3,34.5,40.3,26.4,75.5,13,100,8.33,rain,,,,18,101.9,994.3,68.9,2,177.6,15.2,6,,2020-08-05T05:44:55,2020-08-05T19:08:58,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
8/6/2020,37.3,27.3,32.1,47.6,31.2,39.1,25.1,68.7,1.2,100,29.17,rain,,,40.7,39.6,87.7,996.9,48.4,3.2,292.7,25.2,9,,2020-08-06T05:45:29,2020-08-06T19:08:11,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
8/7/2020,35.7,27.1,31.4,49,30.9,40,26.2,74.8,0.2,100,4.17,rain,,,37.1,24.5,92.7,999.6,62.9,3.2,281.7,24.5,9,,2020-08-07T05:46:02,2020-08-07T19:07:23,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD,remote"
8/8/2020,37,29,32.6,49,35.6,43,27,73.7,0.1,100,4.17,rain,,,,9.4,97.3,997.6,50.1,3.1,291.2,25.2,9,,2020-08-08T05:46:35,2020-08-08T19:06:33,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
8/9/2020,34.8,27,30.1,48.9,31.8,39.1,27.2,85.2,0.2,100,4.17,rain,,,,18.4,165.8,997.4,66.3,2.8,186.3,16,6,,2020-08-09T05:47:09,2020-08-09T19:05:43,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
8/10/2020,34,28,30.9,47.4,34.5,40.8,27.3,81.7,0.5,100,4.17,rain,,,,11.2,90.3,998.5,65.9,2.9,202.9,17.6,6,,2020-08-10T05:47:42,2020-08-10T19:04:52,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
8/11/2020,36.5,28,30.9,48.2,34.5,40.7,27.4,82.3,9,100,4.17,rain,,,33.5,14.8,173.1,998.1,68.7,2.6,123.2,10.6,4,,2020-08-11T05:48:15,2020-08-11T19:03:59,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
8/12/2020,35.8,25,31.1,47.3,25,39.5,26.5,77.7,10,100,8.33,rain,,,40.7,22.3,235.3,997,71.1,3.1,192.7,16.5,6,,2020-08-12T05:48:48,2020-08-12T19:03:06,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
8/13/2020,28.8,25.2,27,36.5,25.2,30.7,26.3,96.4,74,100,20.83,rain,,,,20.5,145.2,997.1,85.6,2,212.6,18.4,7,,2020-08-13T05:49:20,2020-08-13T19:02:12,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
8/14/2020,31.8,26,28.9,42,26,35.9,26.8,88.6,3,100,29.17,rain,,,,10.6,67.7,996.2,67.8,2.8,193.9,16.7,7,,2020-08-14T05:49:53,2020-08-14T19:01:17,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
8/15/2020,34.7,27,30.6,47.9,31.2,39.8,27.1,82.4,0,0,0,,,,,11.8,102.2,996.2,62.3,3.1,275.1,23.8,9,,2020-08-15T05:50:25,2020-08-15T19:00:20,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
8/16/2020,35.8,28,31.1,47.9,33.5,40.4,27,79.8,0.9,100,4.17,rain,,,,13.8,108.3,997.1,63.9,3.3,284.3,24.4,9,,2020-08-16T05:50:58,2020-08-16T18:59:23,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
8/17/2020,34.9,27.3,30.4,47.5,32.1,40.1,27.6,86.1,24,100,4.17,rain,,,,13,109,997.5,59.6,2.4,261.2,22.7,8,,2020-08-17T05:51:30,2020-08-17T18:58:25,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD,remote"
8/18/2020,34.8,28,29.9,50.4,33.5,39.3,27.4,86.9,0.8,100,4.17,rain,,,33.5,18.3,163.9,998,61.1,3,134.7,11.5,5,,2020-08-18T05:52:02,2020-08-18T18:57:27,1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
8/19/2020,28.2,24.9,26.9,34.7,24.9,30.7,26.2,95.7,39.2,100,16.67,rain,,,33.5,17.8,84,998.4,77,2.2,110.5,9.6,4,,2020-08-19T05:52:34,2020-08-19T18:56:27,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
8/20/2020,29.2,24.8,26.4,38.4,24.8,29,25.8,96.3,31,100,12.5,rain,,,,13,83.3,1001,74.7,1.9,119.4,10.4,4,,2020-08-20T05:53:05,2020-08-20T18:55:27,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
8/21/2020,34.7,25.2,29.4,44.2,25.2,34.4,25.2,79.5,1,100,4.17,rain,,,,14.8,62,1002.1,66,3.5,261.8,22.4,9,,2020-08-21T05:53:37,2020-08-21T18:54:26,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
8/22/2020,34.7,26.7,30.3,44.2,29.8,36.4,25,74.4,0,0,0,,,,40.7,19.5,66.1,1001.2,51.9,3.7,303.5,26.3,9,,2020-08-22T05:54:08,2020-08-22T18:53:24,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
8/23/2020,33.6,27,29.3,42.9,30.1,35.5,25.5,80.2,2,100,4.17,rain,,,37.1,16.3,77,999.8,54.9,3.4,284.7,24.6,9,,2020-08-23T05:54:39,2020-08-23T18:52:21,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
8/24/2020,32.5,27,29,41,30.6,35,25.6,82.1,0.1,100,4.17,rain,,,33.5,16.6,99.5,1000.4,60.7,2.9,279,24.1,9,,2020-08-24T05:55:10,2020-08-24T18:51:18,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
8/25/2020,32.7,26.8,29.2,41.4,30.5,35.3,25.5,81.2,0,0,0,,,,,14.5,134.5,1002.5,59.7,3.6,268.7,23.1,9,,2020-08-25T05:55:41,2020-08-25T18:50:14,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
8/26/2020,33.7,27,30,41.3,30.6,36.2,25.2,76.3,0,0,0,,,,,14.2,197,1003.5,57.9,3.5,245.8,21.2,8,,2020-08-26T05:56:12,2020-08-26T18:49:09,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
8/27/2020,34.8,27,30.8,43.1,30.6,37,25.1,72.8,0,0,0,,,,,11.8,214.7,1002.8,56.5,4,238.4,20.5,8,,2020-08-27T05:56:43,2020-08-27T18:48:04,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
8/28/2020,32.8,26,28.5,41.9,26,33.5,25.8,85.9,23,100,4.17,rain,,,37.1,10.3,101.1,1001.2,59.2,2.9,280.3,24.1,9,,2020-08-28T05:57:13,2020-08-28T18:46:58,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
8/29/2020,34.7,26,29.8,45.3,26,35.8,26,80.8,3,100,20.83,rain,,,,11.2,47.6,1000.5,61.3,2.3,282.1,24.2,9,,2020-08-29T05:57:43,2020-08-29T18:45:52,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
8/30/2020,30.8,27,28.8,37.2,30.1,34.1,25.2,81.2,0.5,100,4.17,rain,,,38.9,18.4,73.3,1000.5,72.8,3,225,19.5,9,,2020-08-30T05:58:14,2020-08-30T18:44:45,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
8/31/2020,32.8,26.2,29,39.9,26.2,33.4,24.4,76.8,0.3,100,12.5,rain,,,,18.4,123.9,1002.7,68.4,3.6,290.1,25,9,,2020-08-31T05:58:44,2020-08-31T18:43:38,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
9/1/2020,34.7,26,29.9,41.2,26,34.3,24,71.9,0,0,0,,,,,12.6,168,1004.2,44.7,3.9,279.1,24.1,9,,2020-09-01T05:59:14,2020-09-01T18:42:30,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
9/2/2020,34.1,26,30.2,43.2,26,35.9,25,74.6,0,0,0,,,,,10.4,134.8,1006,65.3,3.5,230.6,19.7,8,,2020-09-02T05:59:44,2020-09-02T18:41:21,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
9/3/2020,34.7,28,30.9,45.7,32.7,38.7,26,75.6,0,0,0,,,,35.3,15.3,75.8,1006.5,67.3,2.9,139.2,12,4,,2020-09-03T06:00:13,2020-09-03T18:40:13,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
9/4/2020,34.7,28,30.6,46.1,32.7,38.5,26.1,77.7,0.8,100,4.17,rain,,,,11.2,141.8,1005.4,61.6,2.7,226.9,19.5,8,,2020-09-04T06:00:43,2020-09-04T18:39:03,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
9/5/2020,36.7,24.5,29.4,46.6,24.5,34.8,25.5,81.4,19,100,12.5,rain,,,46.4,19.8,173.4,1003.7,67.4,2.9,201.5,17.4,6,,2020-09-05T06:01:13,2020-09-05T18:37:54,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
9/6/2020,34.7,25,29.2,43.9,25,34.1,25.3,80.8,0.7,100,12.5,rain,,,,9.4,208.1,1002.9,58.3,2.9,167.9,14.6,5,,2020-09-06T06:01:42,2020-09-06T18:36:44,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
9/7/2020,33.7,27,29.2,44.2,30.6,35.6,25.8,82.2,1,100,4.17,rain,,,,17.1,172.1,1003.4,55.5,2.6,237.5,20.5,8,,2020-09-07T06:02:11,2020-09-07T18:35:34,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
9/8/2020,34.9,26,30.1,43.3,26,35.5,25,75.7,1.6,100,12.5,rain,,,,11.2,228,1003.8,48.3,2.7,259.2,22.4,8,,2020-09-08T06:02:41,2020-09-08T18:34:23,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
9/9/2020,35.1,27.5,31,43.3,32.1,37.6,25.2,72.6,0,0,0,,,,,14.8,222.1,1003.6,39.6,2.8,255.4,22,8,,2020-09-09T06:03:10,2020-09-09T18:33:12,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
9/10/2020,35,27,30.9,42.8,31.2,37.1,25,72.7,0,0,0,,,,,14.8,150.2,1001.4,40,2.6,266.6,22.9,9,,2020-09-10T06:03:40,2020-09-10T18:32:01,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
9/11/2020,37,27,31.6,43,30.6,36.4,23.6,65.1,0,0,0,,,,,13,161.3,1002.2,33,3.1,274.5,23.8,9,,2020-09-11T06:04:09,2020-09-11T18:30:50,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
9/12/2020,36.8,27,31.8,45.2,30.1,38,24.5,66.9,0,0,0,,,,,7.6,116.1,1004.1,23.5,3.2,269.9,23.2,9,,2020-09-12T06:04:38,2020-09-12T18:29:38,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
9/13/2020,35.9,28,32,44.4,32.7,39.4,25.3,68.9,0,0,0,,,,,9.4,86.7,1004.1,45,2.7,240.2,20.9,8,,2020-09-13T06:05:07,2020-09-13T18:28:26,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
9/14/2020,36.7,28,31.7,46.3,33.5,39.3,25.6,71.3,0,0,0,,,,,9.4,148.1,1002.9,43.2,2.7,258.6,22.5,8,,2020-09-14T06:05:37,2020-09-14T18:27:14,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
9/15/2020,36.7,26,31.7,44.2,26,38.4,25.1,69.6,0,0,0,,,,,10.3,122.7,1002.6,44.3,2.8,249.7,21.5,8,,2020-09-15T06:06:06,2020-09-15T18:26:02,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
9/16/2020,37.7,28.3,32.5,45.5,34.2,39.3,24.8,65.5,0,0,0,,,,,11.2,195,1002.2,42.6,3.3,256.7,22.1,9,,2020-09-16T06:06:35,2020-09-16T18:24:50,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
9/17/2020,36.8,28,32.5,44.9,32.7,38.9,24.4,63.7,0,0,0,,,,33.5,20.5,258.4,1001.8,32.4,3.3,258,22.4,9,,2020-09-17T06:07:05,2020-09-17T18:23:38,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
9/18/2020,37.8,28,32.9,45.3,31.9,39.8,24.7,63.6,0,0,0,,,,,16.6,274,1000.8,36.4,3.3,261,22.4,9,,2020-09-18T06:07:34,2020-09-18T18:22:26,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
9/19/2020,36.8,28,32.2,44.4,32.7,39,24.8,66.7,0,0,0,,,,,9.7,171.1,1001,38.2,3.3,240.6,20.8,8,,2020-09-19T06:08:04,2020-09-19T18:21:14,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
9/20/2020,36.7,28,32.2,45.2,32.7,39,24.8,66.6,0,0,0,,,,,10.3,213.4,1000.5,32.1,3.4,256.7,22.3,8,,2020-09-20T06:08:33,2020-09-20T18:20:01,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
9/21/2020,36.7,28,32.3,45.3,31.9,39.2,24.8,65.8,0,0,0,,,,,9.7,225.5,999.6,37.6,3,258,22.4,9,,2020-09-21T06:09:03,2020-09-21T18:18:49,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
9/22/2020,36.6,28.8,31.9,46.8,34.5,39.4,25.4,69.4,0,0,0,,,,,13.3,82.8,999.9,50.3,3,246.7,21.2,8,,2020-09-22T06:09:33,2020-09-22T18:17:37,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
9/23/2020,35.7,28.7,31.7,45,34.1,38.9,25.2,69,0,0,0,,,,,10.6,85.3,1000.2,46,3.6,226.2,19.5,8,,2020-09-23T06:10:03,2020-09-23T18:16:25,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
9/24/2020,35,27,30.5,43.1,30.1,36.1,24.5,71.2,0,0,0,,,,,13,165.2,1002.5,52.1,3.4,250.9,21.8,8,,2020-09-24T06:10:33,2020-09-24T18:15:13,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
9/25/2020,36.9,27.2,31.3,40.8,30.2,35.2,22.7,62.9,0,0,0,,,,,14.8,189.5,1001.7,26.2,3.4,255,22,9,,2020-09-25T06:11:03,2020-09-25T18:14:01,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
9/26/2020,33.7,25.9,29.3,36.9,25.9,31.7,21.9,65.5,0,0,0,,,,31.7,18.1,183.7,1002.1,49.8,3,200.8,17.2,7,,2020-09-26T06:11:33,2020-09-26T18:12:50,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
9/27/2020,35.8,24,29.4,39.6,24,31,20.2,59.7,0,0,0,,,,,15.3,202.5,1004.8,30.4,3.6,246.6,21.2,8,,2020-09-27T06:12:04,2020-09-27T18:11:38,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
9/28/2020,35.8,24.6,30,38.3,24.6,31.6,20.6,59.6,0,0,0,,,,37.1,15.3,228.9,1006,11.3,3.6,252.1,21.7,8,,2020-09-28T06:12:35,2020-09-28T18:10:27,0.45,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
9/29/2020,35.9,24.3,29.8,39.9,24.3,31.9,21.3,62.2,0,0,0,,,,33.5,15.4,254.1,1005.5,12.6,3.5,246.9,21.3,8,,2020-09-29T06:13:06,2020-09-29T18:09:16,0.47,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
9/30/2020,35,23,29.1,36.4,23,30,19.7,60.2,0,0,0,,,,37.1,16.5,249.1,1004.5,0,3.4,254,22,9,,2020-09-30T06:13:37,2020-09-30T18:08:06,0.49,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
10/1/2020,36.8,23,29.3,38,23,30.2,19.4,58.1,0,0,0,,,,,15.2,163,1003.9,2.6,3.1,245.5,21.2,8,,2020-10-01T06:14:08,2020-10-01T18:06:55,0.5,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
10/2/2020,35.8,22.6,29.1,38.8,22.6,30.4,20,60.1,0,0,0,,,,,15.2,223.2,1004.7,0,3.5,249.3,21.6,9,,2020-10-02T06:14:40,2020-10-02T18:05:45,0.5,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
10/3/2020,35.8,22.3,28.8,36.7,22.3,29.3,18.4,57.2,0,0,0,,,,,13,193,1005.7,0,3.4,247.2,21.4,8,,2020-10-03T06:15:12,2020-10-03T18:04:36,0.52,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
10/4/2020,34.8,20.8,27.4,35.2,20.8,27.6,17.3,57.3,0,0,0,,,,,13,164.4,1006.7,0,3.2,251,21.6,9,,2020-10-04T06:15:44,2020-10-04T18:03:26,0.53,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
10/5/2020,35,21,27.7,36.7,21,28,17.2,56,0,0,0,,,,40.7,22.3,163.9,1006.3,0,3.6,256.4,22.2,9,,2020-10-05T06:16:16,2020-10-05T18:02:18,0.56,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
10/6/2020,35.9,20.3,27.9,37.5,20.3,28.5,17.6,56,0,0,0,,,,,14.7,136.7,1006.8,0,3.2,248.4,21.3,8,,2020-10-06T06:16:49,2020-10-06T18:01:09,0.59,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
10/7/2020,35.8,20.4,28.1,38.8,20.4,28.6,17.7,56.8,0,0,0,,,,,16.6,212.3,1008.5,1.1,3.5,244.5,21,8,,2020-10-07T06:17:22,2020-10-07T18:00:01,0.63,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
10/8/2020,35.8,21.1,28,37.8,21.1,28.8,18.6,59.6,0,0,0,,,,,10.3,162.3,1008.9,0,2.8,238.8,20.7,8,,2020-10-08T06:17:56,2020-10-08T17:58:54,0.68,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
10/9/2020,34.8,20.8,27.7,38.9,20.8,28.6,18.4,59.1,0,0,0,,,,,7.6,148.7,1009.1,0,2.9,234.6,20.3,8,,2020-10-09T06:18:29,2020-10-09T17:57:47,0.73,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
10/10/2020,34.7,21,28,36.5,21,29,18.7,59,0,0,0,,,,,13,187.6,1007.7,0,2.8,230.7,19.9,8,,2020-10-10T06:19:03,2020-10-10T17:56:41,0.78,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
10/11/2020,34.9,21.7,27.6,35.8,21.7,28,17.9,58.2,0,0,0,,,,,14.7,180.9,1005.7,13.7,3.3,237.7,20.5,8,,2020-10-11T06:19:38,2020-10-11T17:55:35,0.83,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
10/12/2020,34.8,21.2,27.1,36.1,21.2,27.5,17.9,60.1,0,0,0,,,,,5.4,155.6,1004.3,0,2.7,230,19.9,8,,2020-10-12T06:20:12,2020-10-12T17:54:30,0.88,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
10/13/2020,34.8,21.5,27.7,39.8,21.5,29.5,20.5,66.5,0,0,0,,,,,7.6,32.7,1005.5,14.1,2.5,199.5,17.4,7,,2020-10-13T06:20:48,2020-10-13T17:53:26,0.93,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
10/14/2020,34,24.9,28.9,38.4,24.9,31,21.7,66.7,0,0,0,,,,,7.6,85.7,1006.7,42.3,2.1,190.3,16.5,7,,2020-10-14T06:21:23,2020-10-14T17:52:22,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
10/15/2020,34.6,22,28,34.7,22,28,16.8,53.8,0,0,0,,,,,7.9,123.2,1007.4,21.3,2.7,193,16.7,7,,2020-10-15T06:21:59,2020-10-15T17:51:19,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
10/16/2020,33.8,19.2,26.5,32.9,19.2,26.1,13.8,48.7,0,0,0,,,,,7.6,144.1,1007.4,0,2.7,210.1,18.2,7,,2020-10-16T06:22:35,2020-10-16T17:50:17,1,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
10/17/2020,34.5,18.9,25.5,34.9,18.9,25.5,15.2,56,0,0,0,,,,,5.4,122.9,1008.2,2.8,2.7,194.1,16.8,7,,2020-10-17T06:23:12,2020-10-17T17:49:16,0,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
10/18/2020,34.5,18.9,26.1,33.1,18.9,25.8,13.8,50.6,0,0,0,,,,,13,170.5,1007.9,1.1,2.6,220.7,19.1,8,,2020-10-18T06:23:49,2020-10-18T17:48:15,0.02,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
10/19/2020,33.4,17.5,25.6,33.1,17.5,25.3,13.7,50.8,0,0,0,,,,,16.6,215.7,1007.7,4.9,2.8,209.6,18.2,8,,2020-10-19T06:24:27,2020-10-19T17:47:15,0.05,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD,42183099999"
10/20/2020,33.8,16.3,24.6,33.1,16.3,24.2,12.6,51.3,0,0,0,,,,,8.5,168,1007.6,0,2.8,229.8,19.8,8,,2020-10-20T06:25:05,2020-10-20T17:46:16,0.09,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
10/21/2020,34.7,16.8,25,33.3,16.8,24.6,13.7,54.1,0,0,0,,,,,7.6,80,1008.5,4,2.9,216.2,18.4,8,,2020-10-21T06:25:43,2020-10-21T17:45:18,0.14,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
10/22/2020,32.8,19.4,25.1,32,19.4,25,14.8,55.2,0,0,0,,,,,5.8,54.7,1007.3,59.7,2.2,174.9,15.1,7,,2020-10-22T06:26:22,2020-10-22T17:44:21,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
